Id,Model,Price,Age,KM,HP,Metallic,Automatic,CC,Doors,Gears,Weight,Color
619,TOYOTA Corolla 1.6 HB LINEA TERRA 2/3-Doors,8250,66,81250,110,0,0,1600,3,5,1050,Grey
620,TOYOTA Corolla 1.6 16V HATCHB G6 R 2/3-Doors,10950,65,81192,110,1,0,1600,3,6,1065,Black
621,TOYOTA Corolla 1.6 16V SEDAN LINEA LUNA 4/5-Doors,8950,61,81170,110,1,0,1600,4,5,1040,Silver
622,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,8750,66,81083,86,0,0,1300,3,5,1015,Red
623,TOYOTA Corolla 1.6 VVTi Linea Luna 4/5-Doors,10450,61,80714,110,1,0,1600,5,5,1075,Black
624,TOYOTA Corolla 1.6 16V WAGON LINEA TERRA Stationwagen,10950,57,80470,110,0,0,1600,5,5,1085,Red
625,TOYOTA Corolla 1.6 16V SEDAN LINEA TERRA 4/5-Doors,8450,65,80439,110,1,0,1600,4,5,1035,Green
626,TOYOTA Corolla 1.6 16V HATCHB G6 2/3-Doors,9950,59,80430,110,1,0,1600,3,6,1065,Black
627,TOYOTA Corolla 1.6 16V HATCHB LINEA LUNA 2/3-Doors,9950,68,80426,110,1,0,1600,3,5,1055,Green
628,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,8750,62,80265,86,0,0,1300,3,5,1015,Red
629,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,9950,65,80153,110,0,0,1600,5,5,1070,Green
630,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,9500,68,80121,110,0,0,1600,5,5,1070,Red
631,TOYOTA Corolla 1.6 16V SEDAN LINEA TERRA 4/5-Doors,8250,65,80086,110,1,0,1600,4,5,1035,Red
632,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,10950,62,80000,110,0,0,1600,5,5,1075,Grey
633,TOYOTA Corolla 1.3 LB LINEA TERRA 4/5-Doors,7950,60,80000,86,0,0,1300,5,5,1015,Green
634,TOYOTA Corolla 1.3 HB LINEA TERRA 2/3-Doors,8250,65,80000,86,1,0,1300,2,5,1015,Black
635,TOYOTA Corolla 1.6 16V SEDAN LINEA LUNA 4/5-Doors,9895,67,79858,110,1,0,1600,4,5,1040,Green
636,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,9130,67,79762,86,1,0,1300,3,5,1015,Grey
637,TOYOTA Corolla 1.3 16V LIFTB LINEA TERRA AUT3 4/5-Doors,10950,59,79660,86,0,1,1300,5,5,1065,Green
638,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,10500,60,79150,110,1,0,1600,5,5,1075,Green
639,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,8900,61,79000,110,1,0,1600,3,5,1050,Green
640,TOYOTA Corolla 1.3 16V LIFTB G6 4/5-Doors,9500,57,78955,86,1,0,1300,5,5,1045,Silver
641,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,7950,68,78521,86,0,0,1300,3,5,1015,Green
642,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,7950,64,78356,86,1,0,1300,3,5,1015,Silver
643,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,7950,65,78076,86,1,0,1300,3,5,1015,Grey
644,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA AUT4 4/5-Doors,9500,61,78063,107,1,1,1600,5,5,1100,Green
645,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,10950,67,77821,110,1,0,1600,5,5,1075,Green
646,TOYOTA Corolla 1.6 16V SEDAN LINEA TERRA 4/5-Doors,9750,68,77695,110,1,0,1600,4,5,1035,Grey
647,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,9750,65,77500,110,1,0,1600,3,5,1050,Blue
648,TOYOTA Corolla 1.6 16V HATCHB LINEA LUNA 2/3-Doors,9450,63,77457,110,1,0,1600,3,5,1055,Black
649,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,8950,68,77029,86,1,0,1300,3,5,1015,Black
650,TOYOTA Corolla 1.3 16V Linea Terra 2/3-Doors,8950,68,77008,86,1,0,1300,3,5,1015,Violet
651,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,8900,66,76791,110,1,0,1600,5,5,1070,Grey
652,TOYOTA Corolla 1.3 16V LIFTB LINEA TERRA 4/5-Doors,9950,61,76700,86,1,0,1300,5,5,1035,Red
653,TOYOTA Corolla 1.3 16V HATCHB LINEA LUNA 2/3-Doors,8750,67,76569,86,1,0,1300,3,5,1020,Black
654,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,8950,59,76162,110,1,0,1600,5,5,1075,Green
655,TOYOTA Corolla 1.6 16V SEDAN LINEA TERRA 4/5-Doors,8990,65,76155,110,1,0,1600,4,5,1035,Red
656,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,8950,61,75609,86,1,0,1300,3,5,1015,Silver
657,TOYOTA Corolla 1.6 16V HATCHB G6 2/3-Doors,9950,67,75429,110,1,0,1600,3,6,1065,Black
658,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,9900,68,75000,110,1,0,1600,5,5,1075,Green
659,TOYOTA Corolla 1.3 HB LINEA TERRA 2/3-Doors,8950,65,75000,86,0,0,1300,3,5,1015,Black
660,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,8950,62,75000,110,1,0,1600,5,5,1070,Blue
661,TOYOTA Corolla 1.6 16V HATCHB LINEA LUNA AUT4 2/3-Doors,9500,66,74963,107,0,1,1600,3,5,1085,Blue
662,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,7950,68,74889,86,1,0,1300,3,5,1015,Black
663,TOYOTA Corolla 1.6 LB LINEA LUNA 4/5-Doors,7750,68,74875,110,0,0,1600,5,5,1070,Red
664,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,8950,63,74747,110,1,0,1600,5,5,1075,Green
665,TOYOTA Corolla 1.6 16V WAGON LINEA TERRA Stationwagen,11950,60,74720,110,1,0,1600,5,5,1085,Red
666,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,8950,62,74457,110,0,0,1600,5,5,1075,Green
667,TOYOTA Corolla 1.3 16V LIFTB LINEA TERRA 4/5-Doors,11950,60,74337,86,0,0,1300,5,5,1035,Blue
668,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,8950,68,74308,110,0,0,1600,3,5,1050,Red
669,TOYOTA Corolla 1.6 Linea Terra HB 2/3-Doors,9950,64,74193,110,0,0,1600,3,5,1050,Silver
670,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,8250,65,74179,110,1,0,1600,3,5,1050,Red
671,TOYOTA Corolla 1.3 16V WAGON LINEA TERRA Stationwagen,8995,67,73936,86,1,0,1300,5,5,1050,Green
672,TOYOTA Corolla 1.6 16V HATCHB G6 2/3-Doors,9995,61,73894,110,1,0,1600,3,6,1065,Black
673,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,9250,64,73500,110,1,0,1600,3,5,1050,Blue
674,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,10950,64,73376,110,0,0,1600,5,5,1070,Red
675,TOYOTA Corolla 1.3 16V 2/3-Doors,8900,64,73300,86,1,0,1300,3,5,1015,Blue
676,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,9500,58,73172,110,1,0,1600,5,5,1075,Green
677,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,9950,58,72928,110,1,0,1600,5,5,1075,Green
678,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,7950,67,72880,86,1,0,1332,3,5,1015,Black
679,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,8250,63,72522,110,1,0,1600,3,5,1050,Green
680,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,9450,64,72000,86,1,0,1300,3,5,1015,Green
681,TOYOTA Corolla 1.3 HB LINEA TERRA 2/3-Doors,7950,57,72000,86,0,0,1300,3,5,1015,Red
682,TOYOTA Corolla 1.6 16V HATCHB G6 2/3-Doors,9500,59,71366,110,0,0,1600,3,6,1065,Black
683,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,8950,65,71317,110,0,0,1600,3,5,1050,Blue
684,TOYOTA Corolla 1.6 16v Liftback Linea Terra 4/5-Doors,10950,62,71000,110,0,0,1600,5,5,1070,Black
685,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,8950,60,70954,110,0,0,1600,3,5,1050,Green
686,TOYOTA Corolla 1.3 16V LIFTB LINEA TERRA 4/5-Doors,9450,63,70908,86,0,0,1300,5,5,1035,Red
687,TOYOTA Corolla 1.6 16V HATCHB S 2/3-Doors,8000,58,70560,110,1,0,1600,3,5,1050,Blue
688,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,9900,67,70552,110,0,0,1600,5,5,1075,Grey
689,TOYOTA Corolla 1.6 16v VVTi Terra Comfort 4/5-Doors,8950,62,70500,110,1,0,1600,5,5,1035,Blue
690,TOYOTA Corolla 1.6 16V HATCHB S 2/3-Doors,9450,59,70218,110,1,0,1600,3,5,1050,Green
691,TOYOTA Corolla 1.6 16V SEDAN LINEA TERRA 4/5-Doors,8450,64,70116,110,1,0,1600,4,5,1035,Red
692,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,9500,65,70068,110,1,0,1600,5,5,1075,Green
693,TOYOTA Corolla 1.6 16v Linea Luna 2/3-Doors,10500,67,70000,107,1,1,1587,3,5,1065,Silver
694,TOYOTA Corolla 1.3 16V L. TERRA COMFORT 2/3-Doors,6950,68,70000,86,1,0,1300,3,5,1015,Blue
695,TOYOTA Corolla 1.6 16V SEDAN LINEA TERRA 4/5-Doors,9750,68,69103,110,0,0,1600,4,5,1035,Red
696,TOYOTA Corolla 1.3 16V LIFTB LINEA TERRA 4/5-Doors,6950,58,69022,86,1,0,1300,5,5,1035,Black
697,TOYOTA Corolla 1.6 16V HATCHB G6 R 2/3-Doors,9650,67,69000,110,1,0,1600,3,6,1065,Black
698,TOYOTA Corolla 1.6 16V HATCHB G6 R 2/3-Doors,9950,68,68865,110,1,0,1600,3,6,1065,Black
699,TOYOTA Corolla 1.3 16V HATCHB G6 2/3-Doors,9250,58,68723,86,0,0,1300,3,5,1025,Red
700,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,8950,63,68453,110,1,0,1600,5,5,1070,Red
701,TOYOTA Corolla 1.3 16V WAGON LINEA TERRA Stationwagen,9900,63,68238,86,0,0,1300,5,5,1050,Red
702,TOYOTA Corolla 1.6 16V WAGON LINEA TERRA Stationwagen,10995,63,68153,110,1,0,1600,5,5,1085,Black
703,TOYOTA Corolla 1.6 Luna Liftback 4/5-Doors,10500,65,68000,110,0,0,1600,5,5,1075,Red
704,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,8950,65,68000,86,1,0,1300,3,5,1015,Black
705,TOYOTA Corolla 1.6 16V HATCHB G6 R 2/3-Doors,9750,67,67762,110,1,0,1600,3,6,1065,Black
706,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,10950,68,67146,110,1,0,1600,5,5,1075,Silver
707,TOYOTA Corolla 1.3 16V LIFTB LINEA TERRA 4/5-Doors,9750,67,67110,86,1,0,1300,5,5,1035,Grey
708,TOYOTA Corolla 1.6 16V HATCHB G6 2/3-Doors,9950,59,67010,110,1,0,1600,3,6,1065,Blue
709,TOYOTA Corolla 1.6 16V SEDAN LINEA TERRA 4/5-Doors,10500,65,67003,110,1,0,1600,4,5,1035,Red
710,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA AUT3 2/3-Doors,10400,68,66785,86,0,1,1300,3,5,1045,Blue
711,TOYOTA Corolla 3drs 13i-16V 2/3-Doors,8800,68,66550,86,0,0,1332,3,5,1010,Red
712,TOYOTA Corolla 1.6 16V HATCHB G6 2/3-Doors,10500,61,66259,110,1,0,1600,3,6,1065,Black
713,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,9250,62,66082,110,0,0,1600,5,5,1070,Green
714,TOYOTA Corolla 1.3 16V HATCHB S 2/3-Doors,7800,65,66000,86,1,0,1300,3,5,1015,Green
715,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,9950,61,66000,110,0,0,1600,3,5,1050,Red
716,TOYOTA Corolla 1.6 16V HATCHB G6 R 2/3-Doors,10750,63,65896,110,1,0,1600,3,6,1065,Red
717,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,10950,67,65785,110,1,0,1600,5,5,1075,Grey
718,TOYOTA Corolla 1.6 16V SEDAN LINEA LUNA AUT4 4/5-Doors,9950,65,65513,110,1,1,1600,4,5,1070,Grey
719,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,9950,59,65463,110,1,0,1600,5,5,1070,Green
720,TOYOTA Corolla 1.3 16V SEDAN LINEA TERRA 4/5-Doors,8100,68,65400,86,1,0,1300,4,5,1000,Blue
721,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,9250,60,65259,110,1,0,1600,3,5,1050,Silver
722,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,7800,64,65000,110,1,0,1600,3,5,1050,Blue
723,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,9000,68,65000,110,0,0,1600,5,5,1070,Red
724,TOYOTA Corolla 1.6 16V SEDAN LINEA TERRA 4/5-Doors,8950,57,65000,110,0,0,1600,4,5,1035,Red
725,TOYOTA Corolla 1.3-16V Luna 2/3-Doors,8950,62,64966,86,0,0,1300,3,5,1020,Grey
726,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,9950,68,64950,110,1,0,1600,5,5,1075,Green
727,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,8500,60,64914,110,1,0,1600,5,5,1070,Grey
728,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,7995,62,64797,110,1,0,1600,5,5,1075,Green
729,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,8750,65,64772,110,1,0,1600,3,5,1050,Grey
730,TOYOTA Corolla 1.3 16V HATCHB LINEA LUNA 2/3-Doors,9750,63,64690,86,0,0,1300,3,5,1020,Red
731,TOYOTA Corolla 1.6 Linea Terra LB 4/5-Doors,10950,65,64630,110,0,0,1600,5,5,1070,Silver
732,TOYOTA Corolla 1.6 16V WAGON LINEA TERRA Stationwagen,9750,67,64613,110,1,0,1600,5,5,1085,Red
733,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,8200,60,64383,86,0,0,1300,3,5,1015,Red
734,TOYOTA Corolla LIFTBACK 1.6 Linea Sol 4/5-Doors,8950,68,64000,110,0,0,1600,5,5,1075,Red
735,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,9500,66,63881,86,0,0,1300,3,5,1015,Grey
736,TOYOTA Corolla 1.3 16V LIFTB LINEA TERRA AUT3 4/5-Doors,9750,66,63328,86,0,1,1300,5,5,1065,Red
737,TOYOTA Corolla 1.3 16V LIFTB LINEA TERRA AUT3 4/5-Doors,9950,65,63000,86,1,1,1300,5,5,1065,Black
738,TOYOTA Corolla 1.3 16V HATCHB LINEA LUNA AUT3 2/3-Doors,10450,61,63000,86,0,1,1300,3,5,1050,Green
739,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,9850,65,62396,110,0,0,1600,3,5,1050,White
740,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,9450,62,62377,110,1,0,1600,5,5,1075,Grey
741,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,10295,67,62316,110,1,0,1600,3,5,1050,Grey
742,TOYOTA Corolla 1.6 16V HATCHB G6 R 2/3-Doors,9750,68,62292,110,1,0,1600,3,6,1065,Black
743,TOYOTA Corolla 1.6i Linea Terra HB 2/3-Doors,8950,65,62225,110,1,0,1600,3,5,1050,Green
744,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,9900,68,62222,110,0,0,1600,5,5,1075,Green
745,TOYOTA Corolla 1.3 16V LIFTB LINEA TERRA 4/5-Doors,8750,66,62135,86,1,0,1300,5,5,1035,Green
746,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,9950,58,62024,110,1,0,1600,5,5,1075,Black
747,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,8500,60,61977,86,1,0,1300,3,5,1015,Silver
748,TOYOTA Corolla 1.6 16V SEDAN LINEA TERRA 4/5-Doors,9950,62,61930,110,1,0,1600,4,5,1035,Red
749,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,10950,57,61682,110,0,0,1600,3,5,1050,Blue
750,TOYOTA Corolla 1.6 16V SEDAN LINEA TERRA 4/5-Doors,9795,68,61568,110,1,0,1600,4,5,1035,Silver
751,TOYOTA Corolla 1.6 Linea Terra Comfort 4/5-Doors,8750,68,61504,110,1,0,1600,4,5,1035,Green
752,TOYOTA Corolla 1.6 HB Linea Terra 2/3-Doors,8250,65,61384,110,1,0,1600,3,5,1050,Black
753,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,9950,58,61343,110,1,0,1600,5,5,1075,Grey
754,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,9950,62,61254,110,0,0,1600,5,5,1075,Red
755,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,10500,59,61166,110,1,0,1600,3,5,1050,Red
756,TOYOTA Corolla 1.3 16V LIFTB LINEA LUNA 4/5-Doors,9750,62,61149,86,1,0,1300,5,5,1040,Black
757,TOYOTA Corolla 1.6 16V WAGON LINEA LUNA Stationwagen,11250,61,61144,110,1,0,1600,5,5,1090,Silver
758,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,8900,59,61127,110,1,0,1600,3,5,1050,Grey
759,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,7950,60,61100,86,1,0,1300,3,5,1015,Blue
760,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,11500,68,61100,110,1,0,1600,5,5,1075,Green
761,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,9450,57,61000,110,1,0,1600,3,5,1050,Green
762,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,7995,65,60724,86,1,0,1300,3,5,1015,Red
763,TOYOTA Corolla 1.3 16V LIFTB G6 4/5-Doors,10995,59,60708,86,1,0,1300,5,5,1045,Grey
764,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,8950,61,60532,110,1,0,1600,3,5,1050,Red
765,TOYOTA Corolla 1.3 16V SEDAN LINEA TERRA AUT3 4/5-Doors,8250,67,60000,86,0,1,1300,4,5,1030,Grey
766,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,8950,66,60000,86,1,0,1300,3,5,1015,Blue
767,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,8950,65,60000,86,1,0,1300,3,5,1015,Silver
768,TOYOTA Corolla 1.3 16V LIFTB LINEA TERRA 4/5-Doors,9500,62,59295,86,0,0,1300,5,5,1035,Red
769,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,7500,65,59264,86,0,0,1300,3,5,1015,Silver
770,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,8950,63,59000,110,0,0,1600,3,5,1050,Blue
771,TOYOTA Corolla LIFTBACK 1.3i Linea Luna Liftback 4/5-Doors,9950,63,59000,86,1,0,1300,5,5,1035,Silver
772,TOYOTA Corolla 1.6 VVTi Linea Luna Lift 4/5-Doors,9750,65,59000,110,0,0,1600,5,5,1075,Green
773,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,9450,61,59000,110,1,0,1600,5,5,1070,Red
774,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,9950,65,59000,110,0,0,1600,3,5,1050,Grey
775,TOYOTA Corolla 1.6 16V HATCHB LINEA LUNA 2/3-Doors,9750,68,58860,110,1,0,1600,3,5,1055,Grey
776,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,8950,65,58829,110,0,0,1600,3,5,1050,Blue
777,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,8250,66,58654,110,1,0,1600,5,5,1070,Grey
778,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,7750,65,58300,86,1,0,1300,3,5,1015,Green
779,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,8950,60,58269,110,1,0,1600,3,5,1050,Red
780,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,9950,64,58136,110,1,0,1600,5,5,1075,Black
781,TOYOTA Corolla 1.6 16V HATCHB LINEA LUNA AUT4 2/3-Doors,9450,66,58113,107,1,1,1600,3,5,1085,Black
782,TOYOTA Corolla 1.6 16V HATCHB G6 R 2/3-Doors,12950,67,58058,110,1,0,1600,3,6,1065,Black
783,TOYOTA Corolla 1.6 16V HATCHB S 2/3-Doors,9950,58,58000,110,1,0,1600,3,5,1050,Black
784,TOYOTA Corolla 1.6 16V HATCHB G6 2/3-Doors,10495,62,58000,110,1,0,1600,3,6,1065,Green
785,TOYOTA Corolla 1.3 16V LIFTB LINEA TERRA 4/5-Doors,7950,68,57565,86,1,0,1300,5,5,1035,Green
786,TOYOTA Corolla 1.6 16V WAGON LINEA TERRA AUT4 Stationwagen,10500,63,57413,107,0,1,1600,5,5,1115,Red
787,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,8950,65,57374,110,1,0,1600,5,5,1075,Blue
788,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,9900,62,57179,110,1,0,1600,5,5,1075,Blue
789,TOYOTA Corolla 1.6 16V HATCHB G6 2/3-Doors,9995,61,57169,110,1,0,1600,3,6,1065,Grey
790,TOYOTA Corolla 1.6 16V HATCHB G6 R 2/3-Doors,9950,63,57124,110,1,0,1600,3,6,1065,Blue
791,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,9950,63,57000,110,1,0,1600,3,5,1050,Grey
792,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,8250,67,57000,110,0,0,1600,3,5,1050,Grey
793,TOYOTA Corolla 1.3 16V LIFTB LINEA TERRA 4/5-Doors,9950,63,57000,86,1,0,1300,5,5,1035,Green
794,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,8950,59,56259,86,0,0,1300,3,5,1015,Red
795,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA AUT4 2/3-Doors,10950,62,56209,107,1,1,1600,3,5,1080,Grey
796,TOYOTA Corolla 1.3 16V SEDAN LINEA TERRA 4/5-Doors,9250,67,56074,86,0,0,1300,4,5,1000,Red
797,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,9950,63,55942,110,1,0,1600,5,5,1070,Green
798,TOYOTA Corolla 1.3 16V LIFTB LINEA LUNA 4/5-Doors,9995,57,55844,86,1,0,1300,5,5,1045,Blue
799,TOYOTA Corolla 1.3 16V HATCHB LINEA LUNA 2/3-Doors,8750,61,55747,86,0,0,1300,3,5,1020,Blue
800,TOYOTA Corolla 1.3 16V LIFTB G6 4/5-Doors,10950,58,55478,86,0,0,1300,5,5,1045,Red
801,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA AUT4 4/5-Doors,10350,60,55085,107,0,1,1600,5,5,1105,Blue
802,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,9950,65,55061,110,1,0,1600,5,5,1070,Grey
803,TOYOTA Corolla 1.3 Hatchback 2/3-Doors,8950,65,55000,86,1,0,1300,3,5,1015,Silver
804,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,10950,57,55000,110,0,0,1600,5,5,1075,Black
805,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,10950,63,54936,110,1,0,1600,5,5,1075,Grey
806,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,8950,68,54875,110,1,0,1600,5,5,1070,Silver
807,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,8900,67,54847,110,0,0,1600,3,5,1050,Red
808,TOYOTA Corolla 1.6 16V HATCHB G6 2/3-Doors,10250,60,54554,110,1,0,1600,3,6,1065,Black
809,TOYOTA Corolla 1.6 Linea Terra Sedan 4/5-Doors,9450,61,54125,110,1,0,1600,5,5,1035,Silver
810,TOYOTA Corolla 1.6 16V HATCHB LINEA LUNA 2/3-Doors,9250,61,54000,110,1,0,1600,3,5,1055,Red
811,TOYOTA Corolla 1.6 I lb luna 4/5-Doors,10500,57,54000,110,1,0,1600,5,5,1075,Black
812,TOYOTA Corolla 1.3 16V LIFTB LINEA TERRA 4/5-Doors,7350,58,54000,86,0,0,1300,5,5,1035,Blue
813,TOYOTA Corolla 2/3-Doors,10250,57,54000,110,1,0,1600,3,5,1135,Black
814,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,10250,62,53285,110,1,0,1600,5,5,1075,Green
815,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,11500,65,53053,110,1,0,1600,5,5,1075,Black
816,TOYOTA Corolla LIFTBACK 1.6-16v Linea Luna 2/3-Doors,8950,68,53000,110,1,1,1587,3,5,1075,Green
817,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,7750,68,53000,86,0,0,1300,3,5,1015,Red
818,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,9500,64,52968,110,1,0,1600,3,5,1050,Red
819,TOYOTA Corolla 1.3 16V HATCHB S 2/3-Doors,8450,67,52800,86,1,0,1300,3,5,1015,Black
820,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,8950,57,52548,110,0,0,1600,3,5,1050,Red
821,TOYOTA Corolla 1.6 16V SEDAN LINEA TERRA 4/5-Doors,8400,60,52487,110,1,0,1600,4,5,1035,Beige
822,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,9250,66,52383,86,0,0,1300,3,5,1015,Blue
823,TOYOTA Corolla 1.6 linea terra 4/5-Doors,8900,61,52112,110,1,0,1600,4,5,1035,Grey
824,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,8750,58,51712,110,0,0,1600,3,5,1050,Red
825,TOYOTA Corolla 1.6 Linea Luna Aut. 4/5-Doors,10950,58,51421,110,0,1,1600,5,3,1105,Silver
826,TOYOTA Corolla 1.3 16V SEDAN LINEA TERRA 4/5-Doors,8950,61,51235,86,1,0,1300,4,5,1000,Red
